period,window_days,buy_thresh,sell_thresh,return_pct,max_dd_pct,trades,win_rate,profit_factor,calmar,static_return_pct,static_max_dd_pct,outperformance
Full_History,365,-1.8,3.5,666.7890031237417,-50.342444735463566,4,100.0,999.0,13.245066000023325,2373.8076477323907,-76.63456370856909,-1707.018644608649
Full_History,365,-2.0,1.5,172.74784156557556,-35.36177532999875,4,100.0,999.0,4.88515748865773,2373.8076477323907,-76.63456370856909,-2201.059806166815
Full_History,365,-2.0,2.0,202.27963724143558,-35.36177532999876,4,100.0,999.0,5.720290775950776,2373.8076477323907,-76.63456370856909,-2171.5280104909552
Full_History,365,-2.0,2.5,282.23341065939195,-35.36177532999876,4,100.0,999.0,7.981313382192168,2373.8076477323907,-76.63456370856909,-2091.5742370729986
Full_History,365,-2.0,3.0,321.4147899104083,-35.36177532999876,4,100.0,999.0,9.089328431928012,2373.8076477323907,-76.63456370856909,-2052.3928578219825
Full_History,365,-2.0,3.5,886.6898948417116,-35.36177532999876,4,100.0,999.0,25.07481274814555,2373.8076477323907,-76.63456370856909,-1487.1177528906792
2016_2017_Bull,730,-1.0,1.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2016_2017_Bull,730,-1.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2016_2017_Bull,730,-1.0,2.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2016_2017_Bull,730,-1.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2016_2017_Bull,730,-1.0,3.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2016_2017_Bull,730,-1.2,1.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
